ID,Title,Relase,Audience Rating,Runtime,Genre,IMDB Rating,Votes,Box Office Earnings,Director,Actors,Description,Genre1,Genre2,Genre3,Drama,Crime,Adventure,Romance,SciFi,War,Family,Music,Comedy,Mystery,Musical,Biography,Action,Western,Thriller,Horror,FilmNoir,Fantasy,Sport,History,clean_plot,genre_new
569,The Salesman,-2016,PG-13,124 min,"Drama, Thriller",7.8,"48,131","48,131",Asghar Farhadi,"[Shahab Hosseini, Taraneh Alidoosti, Mina Sadati, Babak Karimi]","While both participating in a production of ""Death of a Salesman,"" a teachers wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wifes traumatized objections.",Drama,Thriller,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,participating production death salesman teachers wife assaulted new home leaves determined find perpetrator wifes traumatized objections,"['Drama', ' Thriller']"
570,Perfect Strangers,-2016,,96 min,"Comedy, Drama",7.8,"53,925","53,925",Paolo Genovese,"[Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo]","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,seven long time friends get together dinner decide share content every text message email phone call receive many secrets start unveil equilibrium trembles,"['Comedy', ' Drama']"
571,Hidden Figures,-2016,PG,127 min,"Biography, Drama, History",7.8,"1,91,864","1,91,864",Theodore Melfi,"[Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner]",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Biography,Drama,History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,story team female african american mathematicians served vital role nasa early years u space program,"['Biography', ' Drama', ' History']"
572,Paddington 2,-2017,PG,103 min,"Adventure, Comedy, Family",7.8,"57,442","57,442",Paul King,"[Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins]","Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucys (Imelda Stauntons) 100th birthday, only for the gift to be stolen.",Adventure,Comedy,Family,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,paddington ben whishaw happily settled brown family popular member local community picks series odd jobs buy perfect present aunt lucys imelda stauntons th birthday gift stolen,"['Adventure', ' Comedy', ' Family']"
573,Udta Punjab,-2016,TV-MA,148 min,"Action, Crime, Drama",7.8,"25,895","25,895",Abhishek Chaubey,"[Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh]",A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Action,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,story revolves around drug abuse affluent north indian state punjab youth succumbed en masse resulting socio economic decline,"['Action', ' Crime', ' Drama']"
574,Kubo and the Two Strings,-2016,PG,101 min,"Animation, Action, Adventure",7.8,"1,14,427","1,14,427",Travis Knight,"[Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes]",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Animation,Action,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,young boy named kubo must locate magical suit armour worn late father order defeat vengeful spirit past,"['Animation', ' Action', ' Adventure']"
575,Manchester by the Sea,-2016,R,137 min,Drama,7.8,"2,36,792","2,36,792",Kenneth Lonergan,"[Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges]",A depressed uncle is asked to take care of his teenage nephew after the boys father dies.,Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,depressed uncle asked take care teenage nephew boys father dies,['Drama']
576,Land of Mine,-2015,R,100 min,"Drama, History, War",7.8,"33,409","33,409",Martin Zandvliet,"[Roland Møller, Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard]","In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",Drama,History,War,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,post world war ii denmark group young german pows forced clear beach thousands land mines watch danish sergeant slowly learns appreciate plight,"['Drama', ' History', ' War']"
577,Rogue One: A Star Wars Story,-2016,PG-13,133 min,"Action, Adventure, SciFi",7.8,"5,35,770","5,35,770",Gareth Edwards,"[Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen]",The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,daughter imperial scientist joins rebel alliance risky move steal death star plans,"['Action', ' Adventure', ' SciFi']"
578,Captain America: Civil War,-2016,PG-13,147 min,"Action, Adventure, SciFi",7.8,"6,40,486","6,40,486",Anthony Russo,"[Joe Russo, Chris Evans, Robert Downey Jr., Scarlett Johansson]",Political involvement in the Avengers affairs causes a rift between Captain America and Iron Man.,Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political involvement avengers affairs causes rift captain america iron man,"['Action', ' Adventure', ' SciFi']"
579,The Hateful Eight,-2015,R,168 min,"Crime, Drama, Mystery",7.8,"4,95,581","4,95,581",Quentin Tarantino,"[Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins]","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,dead wyoming winter bounty hunter prisoner find shelter cabin currently inhabited collection nefarious characters,"['Crime', ' Drama', ' Mystery']"
580,Loving Vincent,-2017,PG-13,94 min,"Animation, Biography, Crime",7.8,"47,782","47,782",Dorota Kobiela,"[Hugh Welchman, Douglas Booth, Jerome Flynn, Robert Gulaczyk]","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artists final letter and ends up investigating his final days there.",Animation,Biography,Crime,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,story depicted oil painted animation young man comes last hometown painter vincent van gogh robert gulaczyk deliver troubled artists final letter ends investigating final days,"['Animation', ' Biography', ' Crime']"
581,Pride,(I) (2014),R,119 min,"Biography, Comedy, Drama",7.8,"50,263","50,263",Matthew Warchus,"[Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine]",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Biography,Comedy,Drama,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,u k gay activists work help miners lengthy strike national union mineworkers summer,"['Biography', ' Comedy', ' Drama']"
582,The Past,-2013,PG-13,130 min,"Drama, Mystery",7.8,"43,919","43,919",Asghar Farhadi,"[Bérénice Bejo, Tahar Rahim, Ali Mosaffa, Pauline Burlet]","An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wifes request for a divorce.",Drama,Mystery,None,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,iranian man deserts french wife two children return homeland meanwhile wife starts new relationship reality husband confronts upon wifes request divorce,"['Drama', ' Mystery']"
583,The Great Beauty,-2013,Not Rated,141 min,Drama,7.8,"78,303","78,303",Paolo Sorrentino,"[Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso]","Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jep gambardella seduced way lavish nightlife rome decades th birthday shock past jep looks past nightclubs parties find timeless landscape absurd exquisite beauty,['Drama']
584,The Lunchbox,-2013,PG,104 min,"Drama, Romance",7.8,"48,411","48,411",Ritesh Batra,"[Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey]",A mistaken delivery in Mumbais famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Drama,Romance,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mistaken delivery mumbais famously efficient lunchbox delivery system connects young housewife older man dusk life build fantasy world together notes lunchbox,"['Drama', ' Romance']"
585,Vicky Donor,-2012,Not Rated,126 min,"Comedy, Romance",7.8,"38,511","38,511",Shoojit Sircar,"[Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia]","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",Comedy,Romance,None,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,man brought infertility doctor supply sperm becomes biggest sperm donor clinic,"['Comedy', ' Romance']"
586,Big Hero 6,-2014,PG,102 min,"Animation, Action, Adventure",7.8,"3,99,025","3,99,025",Don Hall,"[Chris Williams, Ryan Potter, Scott Adsit, Jamie Chung]","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",Animation,Action,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,special bond develops plus sized inflatable robot baymax prodigy hiro hamada team group friends form band high tech heroes,"['Animation', ' Action', ' Adventure']"
587,About Time,(I) (2013),R,123 min,"Comedy, Drama, Fantasy",7.8,"2,88,097","2,88,097",Richard Curtis,"[Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson]","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Comedy,Drama,Fantasy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,age tim discovers travel time change happens happened life decision make world better place getting girlfriend turns easy might think,"['Comedy', ' Drama', ' Fantasy']"
588,English Vinglish,-2012,Not Rated,134 min,"Comedy, Drama, Family",7.8,"32,537","32,537",Gauri Shinde,"[Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand]","A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",Comedy,Drama,Family,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,quiet sweet tempered housewife endures small slights well educated husband daughter every day inability speak understand english,"['Comedy', ' Drama', ' Family']"
589,The Broken Circle Breakdown,-2012,Not Rated,111 min,"Drama, Music, Romance",7.8,"38,496","38,496",Felix van Groeningen,"[Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg]","Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. Hes a romantic atheist, shes a religious realist. When their daughter becomes seriously ill, their love is put on trial.",Drama,Music,Romance,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,elise didier fall love first sight spite differences talks listens hes romantic atheist shes religious realist daughter becomes seriously ill love put trial,"['Drama', ' Music', ' Romance']"
590,The Wind Rises,-2013,PG-13,126 min,"Animation, Biography, Drama",7.8,"69,315","69,315",Hayao Miyazaki,"[Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto, Masahiko Nishimura]","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",Animation,Biography,Drama,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,look life jiro horikoshi man designed japanese fighter planes world war ii,"['Animation', ' Biography', ' Drama']"
591,Toy Story 4,-2019,G,100 min,"Animation, Adventure, Comedy",7.8,"1,86,099","1,86,099",Josh Cooley,"[Tom Hanks, Tim Allen, Annie Potts, Tony Hale]","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Animation,Adventure,Comedy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,new toy called forky joins woody gang road trip alongside old new friends reveals big world toy,"['Animation', ' Adventure', ' Comedy']"
592,The Best Offer,-2013,R,131 min,"Crime, Drama, Mystery",7.8,"1,04,618","1,04,618",Giuseppe Tornatore,"[Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland]",A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,lonely art expert working mysterious reclusive heiress finds art worth examining,"['Crime', ' Drama', ' Mystery']"
593,Moonrise Kingdom,-2012,PG-13,94 min,"Comedy, Drama, Romance",7.8,"3,10,071","3,10,071",Wes Anderson,"[Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray]","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pair young lovers flee new england town causes local search party fan find,"['Comedy', ' Drama', ' Romance']"
594,How to Train Your Dragon 2,-2014,PG,102 min,"Animation, Action, Adventure",7.8,"2,97,150","2,97,150",Dean DeBlois,"[Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson]","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Animation,Action,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,hiccup toothless discover ice cave home hundreds new wild dragons mysterious dragon rider two friends find center battle protect peace,"['Animation', ' Action', ' Adventure']"
595,The Big Short,-2015,R,130 min,"Biography, Comedy, Drama",7.8,"3,46,077","3,46,077",Adam McKay,"[Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt]",In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,Biography,Comedy,Drama,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,group investors bet us mortgage market research discover flawed corrupt market,"['Biography', ' Comedy', ' Drama']"
596,Kokuhaku,-2010,Not Rated,106 min,"Drama, Thriller",7.8,"34,647","34,647",Tetsuya Nakashima,"[Takako Matsu, Yoshino Kimura, Masaki Okada, Yukito Nishii]",A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughters death.,Drama,Thriller,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,psychological thriller grieving mother turned cold blooded avenger twisty master plan pay back responsible daughters death,"['Drama', ' Thriller']"
597,I Saw the Devil,-2010,Not Rated,144 min,"Action, Crime, Drama",7.8,"1,05,095","1,05,095",Jee-woon Kim,"[Byung-hun Lee, Min-sik Choi, Joon-hyuk Lee, Gook-hwan Jeon]",A secret agent exacts revenge on a serial killer through a series of captures and releases.,Action,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,secret agent exacts revenge serial killer series captures releases,"['Action', ' Crime', ' Drama']"
598,The Girl with the Dragon Tattoo,-2011,R,158 min,"Crime, Drama, Mystery",7.8,"4,09,850","4,09,850",David Fincher,"[Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård]","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,journalist mikael blomkvist aided search woman missing forty years lisbeth salander young computer hacker,"['Crime', ' Drama', ' Mystery']"
599,Captain Phillips,-2013,PG-13,134 min,"Biography, Crime, Drama",7.8,"4,10,186","4,10,186",Paul Greengrass,"[Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener]","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Biography,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true story captain richard phillips hijacking somali pirates u flagged mv maersk alabama first american cargo ship hijacked two hundred years,"['Biography', ' Crime', ' Drama']"
